id,center,availability,coefficient,total_dots,dot_ids,dot_coordinates,grids_ind_to_ind_distances,distance_avg,space_mean_speed,grid_density
146,"[24.0, 55.42562584220407]",t,1,4,"[436, 491, 556, 574]","[[21.96666452198104, 54.28842113212657], [26.467274323727647, 53.465392981139495], [22.125851655634172, 56.18571440381273], [24.641819098299685, 57.56463222781945]]","[1.39, 0.58, 1.28, 1.56, 1.36, 0.87]",1.76,1.0093514,0.09624639
27,"[6.0, 10.392304845413264]",t,1,5,"[165, 284, 421, 467, 578]","[[6.069522893213987, 8.552848555151012], [9.034404018825962, 9.57290085746825], [4.187554262966994, 11.277420161255796], [7.257255870965652, 7.692179100013514], [5.362010470931691, 7.192934739202021]]","[0.95, 1.0, 0.44, 0.46, 1.56, 0.78, 1.33, 1.43, 1.29, 0.59]",1.96,1.0001892,0.12030799
159,"[78.0, 58.88972745734183]",t,1,3,"[194, 522, 534]","[[74.41102970322974, 58.9039143408625], [78.03714966645823, 58.453768957103776], [77.936742621727, 56.5591216609202]]","[1.11, 1.29, 0.57]",0.99,1.0185136,0.07218479
7,"[84.0, 0.0]",t,1,2,"[171, 321]","[[85.35281720458019, 0.5300137524785569], [85.98635324866054, 1.1412983811476927]]",[0.26],0.13,1.0276757,0.048123196
8,"[96.0, 0.0]",t,1,2,"[290, 571]","[[93.42881250794647, 1.7836799549087758], [98.95781209501331, 0.41679851533895007]]",[1.73],0.86,1.0276757,0.048123196
9,"[6.0, 3.4641016151377544]",f,Infinity,2,"[53, 237]","[[4.715600521226015, 2.0062090422975185], [8.02235469868782, 2.8243297166835064]]",[1.03],0.51,1.0276757,0.048123196
299,"[30.0, 114.31535329954589]",t,1,4,"[224, 307, 398, 599]","[[31.404660550386712, 111.17628203289608], [27.4161285222098, 116.60852866114135], [28.266066294257733, 116.4922868046401], [33.10924465531467, 115.46122406550981]]","[2.05, 1.88, 1.4, 0.26, 1.77, 1.5]",2.21,1.0093514,0.09624639
43,"[84.0, 13.856406460551018]",f,Infinity,2,"[251, 350]","[[83.04226145842381, 11.33230756496426], [83.71875700929107, 15.949983871920685]]",[1.42],0.71,1.0276757,0.048123196
49,"[54.0, 17.32050807568877]",f,Infinity,0,[],[],[],0,1.046,0
55,"[12.0, 20.784609690826528]",t,1,2,"[23, 302]","[[9.584674693341524, 18.155476462685126], [13.797381182590998, 18.10859697853132]]",[1.28],0.64,1.0276757,0.048123196
65,"[30.0, 24.24871130596428]",t,1,0,[],[],[],0,1.046,0
173,"[30.0, 65.81793068761733]",t,1,2,"[51, 393]","[[27.012479772258985, 64.32442304292164], [26.065201242198523, 65.8742794681899]]",[0.55],0.27,1.0276757,0.048123196
174,"[42.0, 65.81793068761733]",t,1,2,"[118, 325]","[[44.561939998489, 65.29516352611033], [40.33872323867104, 67.96780397965205]]",[1.52],0.76,1.0276757,0.048123196
183,"[36.0, 69.28203230275508]",t,1,1,[434],"[[34.38435188681642, 68.40692375542113]]",[],0,1.0368378,0.024061598
240,"[72.0, 90.06664199358161]",t,1,0,[],[],[],0,1.046,0
250,"[90.0, 93.53074360871936]",t,1,0,[],[],[],0,1.046,0
255,"[36.0, 96.99484522385713]",f,Infinity,3,"[0, 510, 612]","[[34.75726811442331, 93.87557372784592], [37.31970138601314, 99.03615094095004], [34.86036630553715, 97.1656360384482]]","[1.75, 1.0, 0.94]",1.23,1.0185136,0.07218479
260,"[96.0, 96.99484522385713]",t,1,5,"[238, 360, 362, 374, 518]","[[97.79882673771597, 98.73824046549676], [97.60362121659638, 94.99872713361347], [97.34176580633692, 98.43430883933699], [95.6935021013851, 96.00973180163808], [99.15999787502219, 97.60646210985841]]","[1.14, 0.16, 1.05, 0.53, 1.05, 0.65, 0.92, 0.89, 0.6, 1.16]",1.63,1.0001892,0.12030799
264,"[42.0, 100.45894683899488]",f,Infinity,2,"[5, 352]","[[40.266932030947984, 98.92387292228348], [41.84093152733617, 99.18254866555543]]",[0.48],0.24,1.0276757,0.048123196
286,"[90.0, 107.38715006927038]",t,1,2,"[28, 322]","[[89.74660234340422, 109.80944561362602], [90.65344950147305, 104.52852722710868]]",[1.63],0.81,1.0276757,0.048123196
296,"[96.0, 110.85125168440814]",t,1,4,"[105, 191, 327, 590]","[[94.88530228605691, 111.8582569742357], [98.4868254074608, 109.07920083595333], [95.43135066693164, 113.33549200209627], [97.95099955110516, 111.99374410334723]]","[1.38, 0.48, 0.93, 1.59, 0.9, 0.87]",1.53,1.0093514,0.09624639
301,"[54.0, 114.31535329954589]",t,1,4,"[127, 205, 471, 566]","[[55.675002661449, 117.622987499978], [56.09380578869193, 115.75199645725601], [52.540215170358955, 111.75683601562291], [56.042130578624885, 111.6278221607685]]","[0.58, 2.02, 1.83, 1.62, 1.25, 1.06]",2.09,1.0093514,0.09624639
69,"[78.0, 24.24871130596428]",t,1,0,[],[],[],0,1.046,0
92,"[24.0, 34.64101615137754]",t,1,3,"[137, 184, 306]","[[23.057095217292126, 32.86060240391375], [26.758429490556043, 32.83480148279969], [21.228906580679123, 32.52670655584832]]","[1.12, 0.56, 1.68]",1.12,1.0185136,0.07218479
131,"[60.0, 48.49742261192856]",t,1,2,"[87, 146]","[[57.654395665100715, 51.29002836838386], [60.117405990751614, 47.17511288859448]]",[1.46],0.73,1.0276757,0.048123196
150,"[72.0, 55.42562584220407]",t,1,1,[204],"[[73.78944339289968, 55.210263678365635]]",[],0,1.0368378,0.024061598
175,"[54.0, 65.81793068761733]",t,1,1,[135],"[[52.12558108004263, 63.23900514881342]]",[],0,1.0368378,0.024061598
182,"[24.0, 69.28203230275508]",t,1,2,"[182, 498]","[[22.216770014323878, 65.89225443011438], [21.547452910221285, 66.6797333698226]]",[0.31],0.15,1.0276757,0.048123196
194,"[66.0, 72.74613391789283]",t,1,2,"[161, 323]","[[65.20737303509162, 71.92469380161803], [68.29121797733099, 71.86775099194887]]",[0.94],0.47,1.0276757,0.048123196
306,"[0.0, 117.77945491468365]",f,Infinity,1,[145],"[[0.11009013332756894, 114.50221519533251]]",[],0,1.0368378,0.024061598
62,"[96.0, 20.784609690826528]",t,1,1,[317],"[[95.23171956527077, 21.6878558794116]]",[],0,1.0368378,0.024061598
73,"[12.0, 27.712812921102035]",t,1,1,[408],"[[11.083656455609216, 27.033798441847498]]",[],0,1.0368378,0.024061598
75,"[36.0, 27.712812921102035]",t,1,0,[],[],[],0,1.046,0
76,"[48.0, 27.712812921102035]",t,1,2,"[232, 564]","[[45.871598610259966, 30.254083713281435], [45.929757021962594, 26.957327922646073]]",[1.0],0.5,1.0276757,0.048123196
190,"[18.0, 72.74613391789283]",t,1,3,"[109, 172, 593]","[[20.347733216965032, 71.15026636283251], [19.540577636361192, 74.19089877461876], [17.16567468954555, 72.25732944978631]]","[0.95, 1.02, 0.93]",0.96,1.0185136,0.07218479
197,"[102.0, 72.74613391789283]",f,Infinity,0,[],[],[],0,1.046,0
221,"[60.0, 83.13843876330611]",t,1,0,[],[],[],0,1.046,0
223,"[84.0, 83.13843876330611]",t,1,3,"[10, 138, 343]","[[82.03754915665948, 83.25050377802734], [84.7429226850557, 82.48704499129697], [81.4881862836797, 81.22224678106058]]","[0.85, 0.64, 1.06]",0.85,1.0185136,0.07218479
224,"[96.0, 83.13843876330611]",t,1,1,[519],"[[94.58540444516304, 84.74906890284971]]",[],0,1.0368378,0.024061598
19,"[12.0, 6.928203230275509]",f,Infinity,6,"[80, 106, 338, 440, 470, 542]","[[12.87701714362765, 8.94055540677753], [10.353207281730683, 6.068944302508474], [12.933738754111221, 4.858060651988628], [11.925016972217675, 3.578616726783327], [15.543835079713801, 7.64032407204838], [8.443934249921321, 6.304333214591198]]","[1.16, 1.24, 1.65, 0.9, 1.57, 0.86, 0.89, 1.65, 0.58, 0.49, 1.16, 1.43, 1.65, 1.34, 2.2]",3.12,0.9910271,0.14436959
154,"[18.0, 58.88972745734183]",t,1,2,"[560, 603]","[[18.597438064937982, 60.0462617767151], [19.33893173330283, 56.01615705324725]]",[1.24],0.62,1.0276757,0.048123196
219,"[36.0, 83.13843876330611]",f,Infinity,2,"[70, 395]","[[35.28891511821186, 85.79491536908587], [36.992189721570035, 81.36391422041484]]",[1.44],0.72,1.0276757,0.048123196
229,"[54.0, 86.60254037844386]",t,1,0,[],[],[],0,1.046,0
247,"[54.0, 93.53074360871936]",t,1,3,"[100, 108, 573]","[[52.350517724104684, 95.26898642516306], [51.21789330089713, 93.20423073995813], [53.18741624784035, 94.55276360923698]]","[0.71, 0.33, 0.72]",0.58,1.0185136,0.07218479
251,"[102.0, 93.53074360871936]",t,1,1,[429],"[[101.09740908689108, 93.67582502808814]]",[],0,1.0368378,0.024061598
254,"[24.0, 96.99484522385713]",f,Infinity,2,"[129, 144]","[[21.318531000282977, 96.43997009847666], [21.280105746505217, 98.77328325848121]]",[0.71],0.35,1.0276757,0.048123196
274,"[48.0, 103.92304845413263]",t,1,0,[],[],[],0,1.046,0
279,"[6.0, 107.38715006927038]",t,1,2,"[239, 496]","[[7.989135525810339, 110.18793518282273], [3.5782304029711933, 105.79019423415177]]",[1.89],0.94,1.0276757,0.048123196
302,"[66.0, 114.31535329954589]",t,1,1,[357],"[[65.60194393319887, 114.67205698208491]]",[],0,1.0368378,0.024061598
47,"[30.0, 17.32050807568877]",f,Infinity,2,"[310, 334]","[[27.23019007777815, 16.659473176603953], [30.003636927062374, 19.579771609027787]]",[1.22],0.61,1.0276757,0.048123196
48,"[42.0, 17.32050807568877]",f,Infinity,3,"[247, 432, 442]","[[45.17631446477384, 18.268732232033248], [40.91802977746888, 19.13512159789103], [40.75329088205987, 20.318068341239407]]","[1.32, 1.48, 0.36]",1.05,1.0185136,0.07218479
205,"[84.0, 76.2102355330306]",f,Infinity,4,"[1, 164, 167, 332]","[[81.83211111669945, 75.87531609962238], [84.15361316549604, 72.86505134983386], [82.5629362712463, 76.44146538058452], [85.12884201135539, 76.62224430036498]]","[1.15, 0.28, 1.03, 1.19, 1.18, 0.78]",1.4,1.0093514,0.09624639
158,"[66.0, 58.88972745734183]",t,1,1,[594],"[[67.37636125061049, 55.9882116082495]]",[],0,1.0368378,0.024061598
160,"[90.0, 58.88972745734183]",t,1,3,"[115, 181, 296]","[[87.59945222945618, 58.13593099817343], [87.61181944431833, 61.61890041437932], [91.79005864094027, 57.71446201617238]]","[1.06, 1.28, 1.74]",1.36,1.0185136,0.07218479
257,"[60.0, 96.99484522385713]",t,1,3,"[74, 202, 389]","[[61.983300818937074, 100.10007422945216], [58.93786700945893, 98.44126213496499], [59.94969610780908, 99.64241902143213]]","[1.05, 0.63, 0.47]",0.71,1.0185136,0.07218479
16,"[90.0, 3.4641016151377544]",t,1,0,[],[],[],0,1.046,0
17,"[102.0, 3.4641016151377544]",t,1,1,[131],"[[99.97874581321187, 3.1836925381582457]]",[],0,1.0368378,0.024061598
97,"[84.0, 34.64101615137754]",t,1,2,"[188, 333]","[[87.29307303201134, 34.721222628717854], [86.94419923201242, 35.856579748251576]]",[0.36],0.18,1.0276757,0.048123196
114,"[72.0, 41.569219381653056]",t,1,2,"[147, 476]","[[75.23931754960225, 42.823376228947744], [70.69801612092468, 44.5496224433136]]",[1.48],0.74,1.0276757,0.048123196
118,"[18.0, 45.03332099679081]",t,1,1,[554],"[[19.49157556583894, 45.27516681847329]]",[],0,1.0368378,0.024061598
157,"[54.0, 58.88972745734183]",t,1,2,"[39, 122]","[[54.81658870965399, 58.40776440106194], [51.09513004186977, 59.62342254375201]]",[1.19],0.59,1.0276757,0.048123196
5,"[60.0, 0.0]",t,1,0,[],[],[],0,1.046,0
6,"[72.0, 0.0]",t,1,0,[],[],[],0,1.046,0
10,"[18.0, 3.4641016151377544]",f,Infinity,2,"[195, 235]","[[18.925885140686947, 0.3411769093184582], [15.084929265800907, 4.017698361421965]]",[1.62],0.81,1.0276757,0.048123196
12,"[42.0, 3.4641016151377544]",t,1,2,"[309, 580]","[[42.00873941636109, 5.511751413418943], [41.65241055282995, 0.728703728299462]]",[1.46],0.73,1.0276757,0.048123196
67,"[54.0, 24.24871130596428]",t,1,3,"[483, 535, 581]","[[57.079879758526275, 23.466672561298402], [56.064891251401825, 25.77001799401433], [51.38368382667183, 25.874570255077163]]","[0.76, 1.88, 1.42]",1.35,1.0185136,0.07218479
95,"[60.0, 34.64101615137754]",t,1,2,"[56, 211]","[[57.640733199420445, 34.94420667172799], [58.77534048506982, 32.02384448665359]]",[0.95],0.47,1.0276757,0.048123196
120,"[42.0, 45.03332099679081]",t,1,0,[],[],[],0,1.046,0
124,"[90.0, 45.03332099679081]",t,1,1,[367],"[[89.70628685660898, 44.15395515900439]]",[],0,1.0368378,0.024061598
45,"[6.0, 17.32050807568877]",t,1,2,"[316, 351]","[[3.6752778455631314, 20.048386248427512], [8.906606535052028, 15.777270659559086]]",[2.05],1.02,1.0276757,0.048123196
53,"[102.0, 17.32050807568877]",f,Infinity,1,[380],"[[100.90897575091113, 17.105201309687633]]",[],0,1.0368378,0.024061598
129,"[36.0, 48.49742261192856]",t,1,2,"[36, 241]","[[36.676664578679265, 51.63696418864996], [34.79785863798537, 50.660541432070566]]",[0.64],0.32,1.0276757,0.048123196
211,"[54.0, 79.67433714816835]",f,Infinity,1,[501],"[[51.21601765813643, 79.74980860171853]]",[],0,1.0368378,0.024061598
214,"[90.0, 79.67433714816835]",f,Infinity,1,[373],"[[87.72421393299797, 81.5431232792767]]",[],0,1.0368378,0.024061598
225,"[6.0, 86.60254037844386]",t,1,1,[579],"[[7.467978802860813, 86.65545445238945]]",[],0,1.0368378,0.024061598
226,"[18.0, 86.60254037844386]",t,1,3,"[134, 349, 533]","[[19.141731783089615, 90.00073060055409], [16.449582632082034, 87.96397726743105], [20.140951621690828, 83.54100120180712]]","[1.02, 1.99, 1.75]",1.58,1.0185136,0.07218479
235,"[12.0, 90.06664199358161]",t,1,6,"[19, 66, 85, 341, 377, 504]","[[14.188380342937005, 91.57994082710327], [14.399057425395743, 90.56521492169944], [11.07295686842706, 92.78659639004866], [12.252985251905246, 93.08472812978152], [14.364557433294483, 88.7938602972821], [13.726442773444859, 93.48624403932016]]","[0.31, 1.01, 0.74, 0.85, 0.59, 1.21, 1.0, 0.54, 0.91, 0.37, 1.57, 0.83, 1.45, 0.46, 1.44]",2.21,0.9910271,0.14436959
236,"[24.0, 90.06664199358161]",f,Infinity,3,"[52, 174, 198]","[[22.66396769495424, 90.72762966038142], [24.709937243638432, 88.89394897989433], [24.90283361344557, 90.72163851498156]]","[0.83, 0.68, 0.56]",0.69,1.0185136,0.07218479
249,"[78.0, 93.53074360871936]",t,1,3,"[44, 229, 499]","[[75.92684957719287, 90.9678079670069], [75.30397624867769, 94.50862173634825], [77.55298397758938, 95.5486321222379]]","[1.09, 1.48, 0.75]",1.1,1.0185136,0.07218479
256,"[48.0, 96.99484522385713]",t,1,0,[],[],[],0,1.046,0
258,"[72.0, 96.99484522385713]",t,1,3,"[128, 252, 567]","[[69.47523137055745, 96.63331066039527], [69.72746384571747, 98.94616410132426], [70.17637785617414, 100.22006020507328]]","[0.7, 1.11, 0.41]",0.74,1.0185136,0.07218479
259,"[84.0, 96.99484522385713]",t,1,1,[328],"[[84.34689635099421, 95.76286009287415]]",[],0,1.0368378,0.024061598
261,"[6.0, 100.45894683899488]",t,1,2,"[26, 68]","[[4.745601322191319, 99.4294519128916], [3.86899018212538, 100.65116485677922]]",[0.45],0.22,1.0276757,0.048123196
20,"[24.0, 6.928203230275509]",t,1,1,[520],"[[24.487520938872642, 4.497601083963933]]",[],0,1.0368378,0.024061598
39,"[36.0, 13.856406460551018]",f,Infinity,1,[218],"[[36.909040911761736, 13.891286725304294]]",[],0,1.0368378,0.024061598
40,"[48.0, 13.856406460551018]",f,Infinity,4,"[111, 315, 355, 430]","[[46.661169660418224, 11.571210303248197], [48.538879081134894, 11.501832550317502], [48.51360473138948, 13.778352091284622], [47.081935031405465, 12.792135817017508]]","[0.57, 0.87, 0.39, 0.69, 0.59, 0.52]",0.9,1.0093514,0.09624639
72,"[0.0, 27.712812921102035]",f,Infinity,2,"[114, 248]","[[1.520250768662465, 28.575587731173997], [3.7116949778822486, 27.91045045924196]]",[0.69],0.34,1.0276757,0.048123196
109,"[12.0, 41.569219381653056]",t,1,0,[],[],[],0,1.046,0
117,"[6.0, 45.03332099679081]",t,1,2,"[31, 113]","[[9.120528210572466, 45.39025443979498], [7.244515062137051, 46.28131408364046]]",[0.63],0.31,1.0276757,0.048123196
130,"[48.0, 48.49742261192856]",t,1,1,[413],"[[49.978947536359016, 45.140527188599364]]",[],0,1.0368378,0.024061598
220,"[48.0, 83.13843876330611]",t,1,0,[],[],[],0,1.046,0
98,"[96.0, 34.64101615137754]",t,1,4,"[63, 437, 475, 607]","[[96.650114198923, 32.1770327225304], [94.83975098160577, 32.444444962369694], [95.5882727754828, 34.45535153490848], [97.49596259608163, 33.47683450300139]]","[0.55, 0.76, 0.47, 0.65, 0.86, 0.65]",0.98,1.0093514,0.09624639
107,"[102.0, 38.1051177665153]",f,Infinity,1,[548],"[[100.00076500779133, 40.41767782153939]]",[],0,1.0368378,0.024061598
108,"[0.0, 41.569219381653056]",f,Infinity,0,[],[],[],0,1.046,0
140,"[66.0, 51.96152422706632]",t,1,3,"[274, 286, 410]","[[63.868220651103435, 53.32562310655584], [67.95573357539952, 53.825069007840575], [63.88426515204696, 50.81825319792291]]","[1.25, 0.76, 1.54]",1.18,1.0185136,0.07218479
148,"[48.0, 55.42562584220407]",t,1,1,[308],"[[49.46698563518989, 54.90340538654254]]",[],0,1.0368378,0.024061598
44,"[96.0, 13.856406460551018]",f,Infinity,3,"[378, 420, 515]","[[94.03769099273458, 11.561970928591894], [96.71839185624269, 13.521614210515875], [99.12883634573193, 13.126682996441486]]","[1.01, 1.62, 0.74]",1.12,1.0185136,0.07218479
66,"[42.0, 24.24871130596428]",t,1,1,[261],"[[38.18073364778885, 24.421462820930323]]",[],0,1.0368378,0.024061598
68,"[66.0, 24.24871130596428]",t,1,2,"[58, 175]","[[66.32578019251716, 22.71370940377718], [63.66154274301289, 26.859503270797738]]",[1.5],0.75,1.0276757,0.048123196
71,"[102.0, 24.24871130596428]",f,Infinity,0,[],[],[],0,1.046,0
245,"[30.0, 93.53074360871936]",t,1,2,"[267, 288]","[[29.31864980867119, 96.94615033142918], [31.56800313865804, 95.32343727756016]]",[0.84],0.42,1.0276757,0.048123196
248,"[66.0, 93.53074360871936]",t,1,2,"[486, 570]","[[67.18233320895561, 91.59906536939168], [65.96938342915512, 90.96674963679368]]",[0.41],0.2,1.0276757,0.048123196
21,"[36.0, 6.928203230275509]",t,1,3,"[37, 148, 354]","[[32.72445331119615, 5.758821540772771], [36.07187782776333, 6.854635595773439], [36.260303817768495, 8.676851058135608]]","[1.07, 1.39, 0.55]",1,1.0185136,0.07218479
37,"[12.0, 13.856406460551018]",f,Infinity,2,"[151, 336]","[[13.0926604436812, 14.299025890145405], [11.915510377950195, 14.737151814325424]]",[0.38],0.19,1.0276757,0.048123196
42,"[72.0, 13.856406460551018]",f,Infinity,4,"[82, 121, 526, 605]","[[74.62638005703708, 15.73253465988845], [75.64362474835934, 13.34970562916379], [70.59650902710555, 13.467194567395785], [73.22409179379883, 11.681334461356833]]","[0.78, 1.4, 1.3, 1.53, 0.89, 0.96]",1.71,1.0093514,0.09624639
335,"[30.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
336,"[42.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
337,"[54.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
340,"[90.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
54,"[0.0, 20.784609690826528]",f,Infinity,2,"[180, 363]","[[1.8518858137956555, 21.307733062835077], [0.25298577686902685, 22.42446544750079]]",[0.59],0.29,1.0276757,0.048123196
59,"[60.0, 20.784609690826528]",t,1,1,[79],"[[60.899270624262755, 18.174497240623023]]",[],0,1.0368378,0.024061598
96,"[72.0, 34.64101615137754]",t,1,0,[],[],[],0,1.046,0
100,"[18.0, 38.1051177665153]",t,1,0,[],[],[],0,1.046,0
325,"[12.0, 124.70765814495915]",f,Infinity,0,[],[],[],0,1.046,0
326,"[24.0, 124.70765814495915]",f,Infinity,0,[],[],[],0,1.046,0
327,"[36.0, 124.70765814495915]",f,Infinity,0,[],[],[],0,1.046,0
328,"[48.0, 124.70765814495915]",t,1,3,"[193, 196, 617]","[[46.46590151449146, 122.83385217081681], [45.86108760393626, 122.86751764889709], [48.11627224572937, 122.71149063848202]]","[0.18, 0.5, 0.68]",0.45,1.0185136,0.07218479
329,"[60.0, 124.70765814495915]",t,1,0,[],[],[],0,1.046,0
70,"[90.0, 24.24871130596428]",t,1,0,[],[],[],0,1.046,0
77,"[60.0, 27.712812921102035]",t,1,2,"[226, 568]","[[58.12019038840583, 28.02473068740015], [60.42079980185297, 30.609064789540284]]",[1.05],0.52,1.0276757,0.048123196
113,"[60.0, 41.569219381653056]",t,1,1,[453],"[[57.61284457236312, 40.09626659566562]]",[],0,1.0368378,0.024061598
119,"[30.0, 45.03332099679081]",t,1,2,"[301, 361]","[[32.19679622263965, 46.577867157944304], [29.252163648163506, 46.772673684917855]]",[0.89],0.44,1.0276757,0.048123196
338,"[66.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
339,"[78.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
78,"[72.0, 27.712812921102035]",t,1,2,"[97, 620]","[[73.90895663598994, 29.202889813637267], [68.560091161632, 28.1912877510269]]",[1.65],0.82,1.0276757,0.048123196
79,"[84.0, 27.712812921102035]",t,1,1,[451],"[[85.5044064718922, 30.460588167451593]]",[],0,1.0368378,0.024061598
81,"[6.0, 31.17691453623979]",t,1,2,"[3, 162]","[[7.521808673638729, 28.10041807865274], [7.63899357515166, 32.54285955731537]]",[1.35],0.67,1.0276757,0.048123196
82,"[18.0, 31.17691453623979]",t,1,3,"[368, 401, 404]","[[15.566019382211563, 30.610585127221416], [20.07222975140973, 28.69037070936579], [18.243521579471782, 29.090814307898224]]","[1.49, 0.93, 0.57]",0.99,1.0185136,0.07218479
84,"[42.0, 31.17691453623979]",t,1,1,[376],"[[40.92663478953538, 29.642430199917246]]",[],0,1.0368378,0.024061598
125,"[102.0, 45.03332099679081]",f,Infinity,0,[],[],[],0,1.046,0
74,"[24.0, 27.712812921102035]",t,1,3,"[54, 159, 303]","[[25.850389366903748, 28.166286392782833], [25.136529943739387, 26.714799603428848], [26.7540140626281, 28.556638659413498]]","[0.49, 0.3, 0.74]",0.51,1.0185136,0.07218479
239,"[60.0, 90.06664199358161]",t,1,2,"[166, 508]","[[61.58612076542887, 87.6751314236322], [58.59939441153541, 88.80824020388093]]",[0.97],0.48,1.0276757,0.048123196
246,"[42.0, 93.53074360871936]",f,Infinity,2,"[463, 598]","[[43.92558870579726, 93.52334412257416], [42.63742272562641, 91.43387283266028]]",[0.74],0.37,1.0276757,0.048123196
282,"[42.0, 107.38715006927038]",f,Infinity,0,[],[],[],0,1.046,0
284,"[66.0, 107.38715006927038]",t,1,1,[392],"[[69.70929116628282, 107.61720969028208]]",[],0,1.0368378,0.024061598
25,"[84.0, 6.928203230275509]",t,1,2,"[8, 458]","[[85.58217968315854, 8.984655424316118], [85.48998263117349, 3.7715897117646806]]",[1.58],0.79,1.0276757,0.048123196
88,"[90.0, 31.17691453623979]",t,1,2,"[422, 615]","[[92.87618773790105, 30.37223470136627], [87.83242452374053, 33.97837510249759]]",[1.88],0.94,1.0276757,0.048123196
116,"[96.0, 41.569219381653056]",t,1,5,"[42, 383, 405, 572, 584]","[[93.48098254820047, 40.18070859452926], [95.55778142682784, 39.30615426664875], [97.34309164822002, 38.247639639854384], [97.66062550360364, 39.32429296141193], [94.45890695287477, 42.7295294223797]]","[0.68, 1.31, 1.3, 0.83, 0.63, 0.64, 1.09, 0.34, 1.62, 1.42]",1.97,1.0001892,0.12030799
233,"[102.0, 86.60254037844386]",t,1,0,[],[],[],0,1.046,0
313,"[84.0, 117.77945491468365]",t,1,2,"[9, 311]","[[84.12950478292707, 117.95469065332432], [83.82068504347839, 115.21652035514444]]",[0.83],0.41,1.0276757,0.048123196
314,"[96.0, 117.77945491468365]",t,1,3,"[73, 388, 588]","[[93.9354751748703, 116.64984384830996], [92.79986539368647, 117.54512615175281], [97.30758896412884, 114.50812629728127]]","[0.44, 1.21, 1.65]",1.09,1.0185136,0.07218479
323,"[102.0, 121.2435565298214]",t,1,1,[403],"[[98.6219029593023, 120.91357820709254]]",[],0,1.0368378,0.024061598
121,"[54.0, 45.03332099679081]",t,1,3,"[20, 260, 402]","[[52.92187650168688, 42.499081010930844], [53.163607428896434, 46.04228460436482], [50.84332249495536, 46.303840374070425]]","[1.08, 1.32, 0.71]",1.03,1.0185136,0.07218479
122,"[66.0, 45.03332099679081]",t,1,2,"[173, 585]","[[68.92887557300011, 46.28076469804708], [68.14011993048, 47.4453759664775]]",[0.42],0.21,1.0276757,0.048123196
187,"[84.0, 69.28203230275508]",f,Infinity,3,"[17, 27, 192]","[[84.1044869865195, 70.55821099204582], [86.39472775379656, 68.47916624806567], [84.11213698034422, 66.18958902136245]]","[0.94, 1.33, 0.98]",1.08,1.0185136,0.07218479
188,"[96.0, 69.28203230275508]",t,1,1,[505],"[[97.50039491933525, 66.55729652711021]]",[],0,1.0368378,0.024061598
57,"[36.0, 20.784609690826528]",f,Infinity,3,"[46, 141, 575]","[[39.0711595827856, 20.61746759651979], [37.058620671562025, 19.83704831976155], [33.95209371041388, 23.01886813317486]]","[0.65, 1.72, 1.35]",1.24,1.0185136,0.07218479
80,"[96.0, 27.712812921102035]",t,1,0,[],[],[],0,1.046,0
99,"[6.0, 38.1051177665153]",t,1,1,[460],"[[8.487637780689138, 35.59423313982354]]",[],0,1.0368378,0.024061598
163,"[12.0, 62.35382907247958]",t,1,6,"[45, 72, 185, 438, 485, 538]","[[13.056627541902378, 60.802194530667215], [13.668256031093279, 65.6424415153359], [13.630086191708301, 64.18428013992484], [13.840992446946046, 60.09104704852988], [13.283660292966728, 61.68523685682375], [13.868877005069363, 59.070802502847236]]","[1.48, 1.04, 0.32, 0.27, 0.58, 0.44, 1.69, 1.21, 2.0, 1.24, 0.76, 1.56, 0.51, 0.31, 0.81]",2.37,0.9910271,0.14436959
94,"[48.0, 34.64101615137754]",t,1,2,"[540, 606]","[[50.30823376886137, 34.64825401766634], [50.67875177723095, 35.26072888302086]]",[0.21],0.1,1.0276757,0.048123196
106,"[90.0, 38.1051177665153]",t,1,1,[21],"[[89.47766241415202, 38.7451159881572]]",[],0,1.0368378,0.024061598
195,"[78.0, 72.74613391789283]",t,1,2,"[48, 169]","[[75.69772561850908, 70.43352644322958], [80.54209067291852, 71.86163961699177]]",[1.53],0.76,1.0276757,0.048123196
201,"[36.0, 76.2102355330306]",f,Infinity,6,"[65, 139, 222, 348, 370, 459]","[[36.033236331700635, 78.1116195484476], [33.209519984585405, 78.08964826970286], [35.990975506026366, 73.25239966892673], [36.822499785062824, 74.01376890195424], [34.52595387621943, 74.10999163710106], [38.81250078690994, 78.08180304698509]]","[0.86, 1.48, 1.27, 1.3, 0.84, 1.7, 1.66, 1.27, 1.7, 0.34, 0.51, 1.7, 0.7, 1.38, 1.78]",3.08,0.9910271,0.14436959
210,"[42.0, 79.67433714816835]",f,Infinity,2,"[293, 397]","[[44.880037063599566, 78.95218077163958], [43.13498248382499, 81.288468303479]]",[0.88],0.44,1.0276757,0.048123196
26,"[96.0, 6.928203230275509]",t,1,3,"[110, 375, 457]","[[96.51112263277076, 9.73660961130666], [95.79066739176015, 9.552323980926523], [98.82287859936392, 7.414137855894465]]","[0.22, 0.99, 1.13]",0.77,1.0185136,0.07218479
